"","latitude","longitude","bright_ti4","scan","track","acq_date","acq_time","satellite","confidence","version","bright_ti5","frp","daynight"
"4978",51.77979,94.00806,348.63,0.53,0.42,"2025-09-29",652,"N20","nominal","2.0NRT",292.41,36.2,"D"
"4979",51.78292,93.99959,355.5,0.53,0.42,"2025-09-29",652,"N20","nominal","2.0NRT",295.77,44.12,"D"
"4980",54.56125,71.98995,331.62,0.57,0.52,"2025-09-29",652,"N20","nominal","2.0NRT",282.18,5.27,"D"
"4981",54.83867,71.87984,345.72,0.56,0.52,"2025-09-29",652,"N20","nominal","2.0NRT",284.68,17.07,"D"
"4982",58.28147,88.16262,340.14,0.43,0.38,"2025-09-29",652,"N20","nominal","2.0NRT",283.79,21.57,"D"
"4983",57.4662,78.43318,327.65,0.45,0.39,"2025-09-29",654,"N20","nominal","2.0NRT",279.71,3.03,"D"
"4984",58.77553,78.44841,327.25,0.43,0.38,"2025-09-29",654,"N20","nominal","2.0NRT",279.15,2.16,"D"
"4985",20.89533,96.87399,334.23,0.38,0.36,"2025-09-29",642,"N20","nominal","2.0NRT",298.61,3.25,"D"
"4986",21.52261,98.23735,333,0.4,0.37,"2025-09-29",642,"N20","nominal","2.0NRT",298.62,2.97,"D"
"4987",21.47084,95.49204,335.02,0.4,0.37,"2025-09-29",642,"N20","nominal","2.0NRT",298.29,12.63,"D"
"4988",22.04839,98.0263,328.94,0.39,0.36,"2025-09-29",642,"N20","nominal","2.0NRT",299.13,1.3,"D"
"4989",22.70806,99.19237,328.4,0.43,0.38,"2025-09-29",644,"N20","nominal","2.0NRT",286.78,3.22,"D"
"4990",22.28527,95.03162,330.7,0.4,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",295.31,4.59,"D"
"4991",22.93949,97.64791,331.51,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.55,4.29,"D"
"4992",23.10056,98.73985,333.01,0.42,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",293.43,2.19,"D"
"4993",23.50792,99.37862,330.03,0.44,0.38,"2025-09-29",644,"N20","nominal","2.0NRT",295.01,2.72,"D"
"4994",22.93696,94.06034,343.26,0.43,0.38,"2025-09-29",644,"N20","nominal","2.0NRT",299.16,4.96,"D"
"4995",22.36271,87.30151,327.37,0.35,0.57,"2025-09-29",644,"N20","nominal","2.0NRT",290.63,4.43,"D"
"4996",23.70771,94.20747,329.83,0.42,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",297.5,1.7,"D"
"4997",22.37675,87.28314,328.12,0.35,0.57,"2025-09-29",644,"N20","nominal","2.0NRT",291.97,3.3,"D"
"4998",22.37604,87.27985,330.39,0.35,0.57,"2025-09-29",644,"N20","nominal","2.0NRT",291.36,3.3,"D"
"4999",22.36296,87.02077,326.64,0.36,0.58,"2025-09-29",644,"N20","nominal","2.0NRT",289.58,3.41,"D"
"5000",24.93461,99.35082,342.27,0.45,0.39,"2025-09-29",644,"N20","nominal","2.0NRT",301.91,4.05,"D"
"5001",24.71183,97.44881,331.67,0.39,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",295.73,3.32,"D"
"5002",24.92907,97.09982,333.68,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",298.85,2.9,"D"
"5003",24.94622,97.10074,332.18,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.68,1.83,"D"
"5004",25.05747,97.09642,332.08,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.6,3.88,"D"
"5005",23.55837,87.24303,333.8,0.33,0.55,"2025-09-29",644,"N20","nominal","2.0NRT",289.7,3.32,"D"
"5006",23.5577,87.23986,342.51,0.33,0.55,"2025-09-29",644,"N20","nominal","2.0NRT",289.81,3.32,"D"
"5007",23.55688,87.23958,340.06,0.33,0.55,"2025-09-29",644,"N20","nominal","2.0NRT",289.56,8.26,"D"
"5008",25.01823,94.11066,336.22,0.41,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",295.66,4.63,"D"
"5009",23.68149,86.39267,333.13,0.37,0.58,"2025-09-29",644,"N20","nominal","2.0NRT",290.53,4.62,"D"
"5010",23.86166,86.91298,336.44,0.34,0.56,"2025-09-29",644,"N20","nominal","2.0NRT",289.23,2.13,"D"
"5011",23.75987,86.40252,327.47,0.37,0.58,"2025-09-29",644,"N20","nominal","2.0NRT",290.19,3.78,"D"
"5012",23.77922,86.39014,327.03,0.37,0.58,"2025-09-29",644,"N20","nominal","2.0NRT",291.72,3.31,"D"
"5013",23.79742,86.35175,328.34,0.37,0.58,"2025-09-29",644,"N20","nominal","2.0NRT",289.87,7.55,"D"
"5014",26.44609,101.52754,329.98,0.41,0.45,"2025-09-29",644,"N20","nominal","2.0NRT",296.92,3.02,"D"
"5015",26.57015,101.67254,329.13,0.41,0.45,"2025-09-29",644,"N20","low","2.0NRT",301.56,6.45,"D"
"5016",26.56446,101.67458,329.01,0.42,0.45,"2025-09-29",644,"N20","low","2.0NRT",300.69,7.01,"D"
"5017",26.57639,101.66845,327.57,0.41,0.45,"2025-09-29",644,"N20","low","2.0NRT",298.2,5.67,"D"
"5018",26.61895,101.59863,340.55,0.41,0.45,"2025-09-29",644,"N20","nominal","2.0NRT",298.6,9.14,"D"
"5019",26.61852,101.59473,329.37,0.41,0.45,"2025-09-29",644,"N20","low","2.0NRT",300.24,9.14,"D"
"5020",26.62306,101.59801,339.54,0.41,0.45,"2025-09-29",644,"N20","nominal","2.0NRT",297.81,9.94,"D"
"5021",26.6226,101.59385,334.33,0.41,0.45,"2025-09-29",644,"N20","nominal","2.0NRT",298.96,9.94,"D"
"5022",26.41745,95.69392,332.16,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.49,2.71,"D"
"5023",26.6484,95.66618,329.47,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.25,2.73,"D"
"5024",26.43731,92.16283,342.58,0.46,0.39,"2025-09-29",644,"N20","nominal","2.0NRT",296.54,4.26,"D"
"5025",27.44465,97.9137,331.43,0.42,0.38,"2025-09-29",644,"N20","nominal","2.0NRT",297.89,3.03,"D"
"5026",27.32955,95.99712,336.02,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",295.65,2.69,"D"
"5027",27.33285,95.9965,334.16,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",295.18,4.12,"D"
"5028",27.37609,95.33495,334.17,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.49,4.98,"D"
"5029",27.60482,96.29795,337.06,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.96,5.05,"D"
"5030",27.6075,96.29338,340.98,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",299.11,21.27,"D"
"5031",27.60741,96.26936,328.97,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.56,2.42,"D"
"5032",27.6163,96.28379,331.52,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.85,2.94,"D"
"5033",27.61574,96.2799,328.38,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.7,2.77,"D"
"5034",27.69311,96.29781,344.48,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",301,6.38,"D"
"5035",27.72371,96.27638,343.94,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",298.18,8.52,"D"
"5036",27.59359,95.3565,331.83,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",306.42,6.53,"D"
"5037",27.59746,95.35972,333.98,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",307.48,3.82,"D"
"5038",27.59687,95.35587,333.67,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",307.55,3.82,"D"
"5039",27.73752,96.27788,340.13,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",299.52,11.96,"D"
"5040",27.60075,95.35909,333.71,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",307.35,3.82,"D"
"5041",27.74538,96.30858,332.45,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.66,3.28,"D"
"5042",27.73285,96.10627,332.07,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.41,5.53,"D"
"5043",27.7554,96.0981,328.95,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.24,1.55,"D"
"5044",27.77175,96.16321,343.66,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",298.74,9.56,"D"
"5045",27.88506,96.80607,327.55,0.4,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",297.22,2.56,"D"
"5046",27.72618,95.49033,329.94,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",304.39,7.5,"D"
"5047",27.72384,95.47489,329.51,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",304.34,4.95,"D"
"5048",27.75716,95.51621,331.18,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",305.34,6.06,"D"
"5049",27.76803,95.56586,329.8,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",304.58,3.09,"D"
"5050",27.76745,95.56199,329.87,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",304.8,3.09,"D"
"5051",27.77381,95.5369,332.8,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",306.84,7.67,"D"
"5052",27.77323,95.53303,332.37,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",306.71,3.87,"D"
"5053",27.94852,96.7055,330.88,0.4,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",296.06,12.5,"D"
"5054",27.85085,95.98481,331.44,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.27,1.43,"D"
"5055",27.95792,96.67536,327.81,0.4,0.37,"2025-09-29",644,"N20","nominal","2.0NRT",298.56,2.09,"D"
"5056",27.97004,96.21961,333.66,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.61,3.87,"D"
"5057",27.88586,95.55941,330.52,0.38,0.36,"2025-09-29",644,"N20","low","2.0NRT",304.75,3.06,"D"
"5058",27.97287,96.12257,333.63,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",300.17,1.59,"D"
"5059",28.08764,96.54244,331.47,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.93,2.19,"D"
"5060",27.9257,95.34919,339.08,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",298.56,5.56,"D"
"5061",28.07699,95.90696,334.96,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",299.22,2.47,"D"
"5062",28.07641,95.90307,328.34,0.39,0.36,"2025-09-29",644,"N20","low","2.0NRT",299.96,2.47,"D"
"5063",28.07868,95.53046,333.32,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.46,6.82,"D"
"5064",28.08344,95.44978,330.38,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.95,2.21,"D"
"5065",27.95157,94.44406,331.58,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",296.24,2.8,"D"
"5066",27.95487,94.44346,332.3,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",295.44,2.8,"D"
"5067",28.14994,95.64462,339.75,0.38,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",301.06,4.16,"D"
"5068",28.21955,94.82895,329.71,0.39,0.36,"2025-09-29",644,"N20","nominal","2.0NRT",297.41,1.12,"D"
"5069",28.42626,92.42188,329.35,0.43,0.38,"2025-09-29",644,"N20","nominal","2.0NRT",298.25,3.55,"D"
"5070",29.24624,91.86238,338.8,0.44,0.39,"2025-09-29",646,"N20","nominal","2.0NRT",303.03,3.92,"D"
"5071",29.6384,91.30082,339.18,0.46,0.39,"2025-09-29",646,"N20","nominal","2.0NRT",303.21,7.48,"D"
"5072",29.64455,91.29411,329.1,0.46,0.39,"2025-09-29",646,"N20","low","2.0NRT",303.61,5.16,"D"
"5073",29.64367,91.2893,341.21,0.46,0.39,"2025-09-29",646,"N20","nominal","2.0NRT",300.51,5.7,"D"
"5074",29.66894,91.327,329.4,0.46,0.39,"2025-09-29",646,"N20","low","2.0NRT",303.33,3.98,"D"
"5075",33.61014,92.08491,330.29,0.4,0.37,"2025-09-29",646,"N20","nominal","2.0NRT",298.4,2.07,"D"
"5076",36.42267,96.36388,340.17,0.45,0.39,"2025-09-29",646,"N20","nominal","2.0NRT",307.87,4.63,"D"
"5077",39.32598,106.99151,346.58,0.56,0.69,"2025-09-29",648,"N20","nominal","2.0NRT",299.05,7.78,"D"
"5078",39.32767,106.9896,352.17,0.56,0.69,"2025-09-29",648,"N20","nominal","2.0NRT",299.97,7.97,"D"
"5079",39.05734,100.49242,342.76,0.5,0.49,"2025-09-29",648,"N20","nominal","2.0NRT",303.57,2.22,"D"
"5080",39.84052,98.27534,331.22,0.39,0.44,"2025-09-29",648,"N20","low","2.0NRT",306.02,2.16,"D"
"5081",39.87466,98.55061,337.57,0.4,0.45,"2025-09-29",648,"N20","nominal","2.0NRT",304.24,2.5,"D"
"5082",39.8783,96.7675,345.47,0.5,0.41,"2025-09-29",648,"N20","nominal","2.0NRT",303.49,8.68,"D"
"5083",60.79995,78.54187,326.22,0.4,0.37,"2025-09-29",654,"N20","nominal","2.0NRT",271.51,1.13,"D"
"5084",57.73709,65.90343,327.4,0.35,0.57,"2025-09-29",654,"N20","nominal","2.0NRT",276.38,1.63,"D"
"5085",59.89103,71.73488,338.86,0.39,0.44,"2025-09-29",654,"N20","nominal","2.0NRT",283.42,9.67,"D"
"5086",60.71806,72.52028,332.24,0.53,0.42,"2025-09-29",654,"N20","nominal","2.0NRT",276.41,9.81,"D"
"5087",59.87167,68.88125,338.7,0.47,0.48,"2025-09-29",654,"N20","nominal","2.0NRT",277.99,4.05,"D"
"5088",59.8722,68.8819,340.74,0.47,0.48,"2025-09-29",654,"N20","nominal","2.0NRT",277.92,5.29,"D"
"5089",60.74744,70.81985,338.52,0.39,0.44,"2025-09-29",654,"N20","nominal","2.0NRT",277.24,3.39,"D"
"5090",60.83567,70.43717,329.28,0.4,0.44,"2025-09-29",654,"N20","nominal","2.0NRT",276.1,1.58,"D"
"5091",60.95947,70.87027,337.48,0.38,0.43,"2025-09-29",654,"N20","nominal","2.0NRT",276.13,7.43,"D"
"5092",60.95787,70.86388,332.71,0.38,0.43,"2025-09-29",654,"N20","nominal","2.0NRT",276.62,4.48,"D"
"5093",60.83645,70.38615,325.39,0.4,0.44,"2025-09-29",654,"N20","nominal","2.0NRT",273.42,1.63,"D"
"5094",62.38626,76.63857,337.22,0.41,0.37,"2025-09-29",654,"N20","nominal","2.0NRT",276.72,2.83,"D"
"5095",61.12684,70.19555,336.94,0.39,0.44,"2025-09-29",654,"N20","nominal","2.0NRT",281.01,3.5,"D"
"5096",21.91876,83.35466,331.06,0.51,0.66,"2025-09-29",824,"N20","nominal","2.0NRT",290.9,5.94,"D"
"5097",22.04283,83.73723,326.69,0.54,0.68,"2025-09-29",824,"N20","nominal","2.0NRT",289.9,6.82,"D"
"5098",22.04241,83.73192,336.93,0.54,0.68,"2025-09-29",824,"N20","nominal","2.0NRT",289.62,6.82,"D"
"5099",23.57411,68.86798,333.62,0.42,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",295.23,3.01,"D"
"5100",24.85555,76.75037,331.76,0.42,0.45,"2025-09-29",826,"N20","nominal","2.0NRT",294.04,5.28,"D"
"5101",21.93809,57.07653,335.62,0.72,0.76,"2025-09-29",826,"N20","nominal","2.0NRT",294.01,3.05,"D"
"5102",22.67398,56.25028,339.52,0.78,0.78,"2025-09-29",826,"N20","nominal","2.0NRT",304.74,5.29,"D"
"5103",22.67229,56.25415,344.48,0.78,0.78,"2025-09-29",826,"N20","nominal","2.0NRT",305.45,10.69,"D"
"5104",26.19363,68.92526,333.86,0.4,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",298.37,4.72,"D"
"5105",26.23303,68.9133,333.23,0.4,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",301.66,2.62,"D"
"5106",27.56137,78.22581,330.33,0.56,0.51,"2025-09-29",826,"N20","nominal","2.0NRT",296.29,2.33,"D"
"5107",26.45144,69.06516,344.58,0.39,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",305.34,4.68,"D"
"5108",27.69555,77.62252,330.34,0.51,0.5,"2025-09-29",826,"N20","nominal","2.0NRT",296.01,2.24,"D"
"5109",27.7001,77.62197,341.82,0.51,0.5,"2025-09-29",826,"N20","nominal","2.0NRT",295.98,5.57,"D"
"5110",27.69654,77.62561,341.45,0.51,0.5,"2025-09-29",826,"N20","nominal","2.0NRT",295.67,12.01,"D"
"5111",27.77854,77.56831,332.15,0.51,0.49,"2025-09-29",826,"N20","nominal","2.0NRT",296.53,3.07,"D"
"5112",27.19507,72.4394,331.3,0.42,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",300.69,1.58,"D"
"5113",27.89718,77.50405,340.02,0.51,0.49,"2025-09-29",826,"N20","nominal","2.0NRT",294.06,3.57,"D"
"5114",27.89822,77.50186,347.83,0.51,0.49,"2025-09-29",826,"N20","nominal","2.0NRT",295.41,11.11,"D"
"5115",28.04306,77.66185,330.71,0.52,0.5,"2025-09-29",826,"N20","nominal","2.0NRT",295.02,3.84,"D"
"5116",24.50763,56.61115,334.67,0.67,0.74,"2025-09-29",826,"N20","nominal","2.0NRT",303.17,12.22,"D"
"5117",26.01415,62.70796,342.34,0.52,0.5,"2025-09-29",826,"N20","low","2.0NRT",314.94,23.35,"D"
"5118",27.72983,71.98225,332.93,0.41,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",300.87,1.74,"D"
"5119",27.34285,69.10261,341.79,0.39,0.36,"2025-09-29",826,"N20","low","2.0NRT",312.12,5.89,"D"
"5120",28.99714,79.74376,352.69,0.36,0.57,"2025-09-29",826,"N20","nominal","2.0NRT",294.19,11.86,"D"
"5121",28.99685,79.74007,354.77,0.36,0.57,"2025-09-29",826,"N20","nominal","2.0NRT",295.61,12.41,"D"
"5122",28.8385,77.05129,332.52,0.49,0.48,"2025-09-29",826,"N20","nominal","2.0NRT",296.28,4.11,"D"
"5123",28.89142,71.00982,336.73,0.39,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",304,3.55,"D"
"5124",29.68925,76.55573,330.83,0.47,0.48,"2025-09-29",826,"N20","nominal","2.0NRT",298.23,2.92,"D"
"5125",29.51702,74.40736,334.07,0.53,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",300.99,4.37,"D"
"5126",29.79691,72.8364,333.82,0.45,0.39,"2025-09-29",826,"N20","nominal","2.0NRT",301,3.32,"D"
"5127",29.52933,70.35158,335.3,0.39,0.36,"2025-09-29",826,"N20","low","2.0NRT",309.77,2.28,"D"
"5128",30.24863,76.12766,331.23,0.45,0.47,"2025-09-29",826,"N20","nominal","2.0NRT",297.24,3.27,"D"
"5129",29.98173,72.5912,333.85,0.45,0.39,"2025-09-29",826,"N20","nominal","2.0NRT",300.46,2.59,"D"
"5130",27.16478,57.43106,339.25,0.52,0.67,"2025-09-29",826,"N20","low","2.0NRT",314.07,3.36,"D"
"5131",30.61842,76.99313,337.75,0.51,0.49,"2025-09-29",826,"N20","nominal","2.0NRT",299.8,6.17,"D"
"5132",30.09574,71.47375,335.76,0.41,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",305.51,2.79,"D"
"5133",30.09914,71.47314,340.99,0.41,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",303.61,2.79,"D"
"5134",30.10255,71.47253,334.99,0.41,0.37,"2025-09-29",826,"N20","low","2.0NRT",306.4,6.07,"D"
"5135",30.11763,71.5569,334.67,0.41,0.37,"2025-09-29",826,"N20","low","2.0NRT",305.38,3.94,"D"
"5136",30.11767,71.55772,341.91,0.41,0.37,"2025-09-29",826,"N20","nominal","2.0NRT",306.07,5.22,"D"
"5137",30.46438,73.66412,333.83,0.5,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",302.12,4.6,"D"
"5138",27.16319,56.05264,337.54,0.63,0.72,"2025-09-29",826,"N20","low","2.0NRT",312.17,19.93,"D"
"5139",30.57124,73.71999,332.63,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",299.5,5.27,"D"
"5140",30.61288,73.90849,352.59,0.52,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",300.07,8.05,"D"
"5141",30.6154,73.89716,334.86,0.52,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",299.54,5.14,"D"
"5142",30.60711,73.82763,339.21,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",298.67,5.41,"D"
"5143",30.62368,73.93427,341.23,0.52,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",300.08,4.91,"D"
"5144",30.63203,73.74548,330.62,0.51,0.41,"2025-09-29",826,"N20","low","2.0NRT",300.97,2.51,"D"
"5145",30.63088,73.70268,347.75,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",301.81,16.83,"D"
"5146",30.67095,73.58983,333.31,0.5,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",298.15,4.1,"D"
"5147",30.711,73.66878,337.79,0.5,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",300.42,18.23,"D"
"5148",30.71148,73.66663,343.05,0.5,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",302.3,16.5,"D"
"5149",30.81743,74.18577,333.34,0.54,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",299.03,4.03,"D"
"5150",30.68259,73.04456,333.27,0.47,0.4,"2025-09-29",826,"N20","nominal","2.0NRT",298.59,1.77,"D"
"5151",30.79916,73.76077,333.32,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",298.23,3.26,"D"
"5152",30.8377,73.82561,333.94,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",297.54,4.19,"D"
"5153",30.99241,74.22499,335.44,0.54,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",301.08,7.62,"D"
"5154",30.99326,74.22321,334.98,0.54,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",300.88,5.35,"D"
"5155",31.01551,74.35339,335.1,0.55,0.43,"2025-09-29",826,"N20","nominal","2.0NRT",299.82,3.94,"D"
"5156",31.00878,74.22087,331.68,0.54,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",299.8,2.24,"D"
"5157",31.03889,74.38512,337.52,0.55,0.43,"2025-09-29",826,"N20","nominal","2.0NRT",301.09,7.45,"D"
"5158",30.9655,73.57308,330.21,0.5,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",298.08,4.34,"D"
"5159",31.0722,74.29244,341.28,0.55,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",301.74,5.91,"D"
"5160",31.07881,73.72021,334.09,0.51,0.41,"2025-09-29",826,"N20","nominal","2.0NRT",299.85,2.83,"D"
"5161",31.29729,72.54384,336.05,0.46,0.39,"2025-09-29",826,"N20","nominal","2.0NRT",301.42,5.76,"D"
"5162",31.50097,72.77172,330.61,0.47,0.4,"2025-09-29",826,"N20","low","2.0NRT",301.5,1.02,"D"
"5163",31.86233,75.02402,335.07,0.41,0.45,"2025-09-29",826,"N20","nominal","2.0NRT",301.24,2.9,"D"
"5164",31.66397,72.98119,344.49,0.48,0.4,"2025-09-29",826,"N20","nominal","2.0NRT",304.75,19.34,"D"
"5165",9.09501,79.761,367,0.4,0.44,"2025-09-29",820,"N20","high","2.0NRT",291.47,10.23,"D"
"5166",31.88295,74.75063,331.13,0.39,0.44,"2025-09-29",826,"N20","nominal","2.0NRT",302.22,2.62,"D"
"5167",31.62823,72.45494,334.35,0.46,0.39,"2025-09-29",826,"N20","nominal","2.0NRT",301.61,3.37,"D"
"5168",31.89266,74.11859,334.75,0.55,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",299.68,5.03,"D"
"5169",9.44961,78.69423,343.81,0.53,0.42,"2025-09-29",820,"N20","nominal","2.0NRT",296.9,9.1,"D"
"5170",31.89656,74.11801,333.69,0.55,0.42,"2025-09-29",826,"N20","nominal","2.0NRT",301.87,5.03,"D"
"5171",9.45233,78.69554,346.89,0.53,0.42,"2025-09-29",820,"N20","nominal","2.0NRT",295.78,9.15,"D"
"5172",31.7341,72.67246,339.09,0.47,0.39,"2025-09-29",826,"N20","nominal","2.0NRT",301.25,6.97,"D"
"5173",9.61538,78.4768,332.56,0.51,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",302.48,2.39,"D"
"5174",31.74286,72.5068,333.06,0.46,0.39,"2025-09-29",826,"N20","low","2.0NRT",304.66,1,"D"
"5175",9.82303,78.22861,345.38,0.5,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",300.7,9.49,"D"
"5176",31.7837,72.7145,331,0.47,0.4,"2025-09-29",826,"N20","low","2.0NRT",301.04,1.37,"D"
"5177",9.82237,78.22405,335.53,0.5,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",300.07,4.8,"D"
"5178",31.78429,72.71569,339.08,0.47,0.4,"2025-09-29",826,"N20","nominal","2.0NRT",302.54,4.6,"D"
"5179",9.82432,78.2297,333.58,0.5,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",298.37,4.2,"D"
"5180",32.24785,76.71076,342.25,0.51,0.5,"2025-09-29",828,"N20","nominal","2.0NRT",301.68,14.92,"D"
"5181",9.82369,78.22514,345.21,0.5,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",299.24,9.98,"D"
"5182",31.78328,72.23244,332.53,0.45,0.39,"2025-09-29",828,"N20","nominal","2.0NRT",304.29,2.06,"D"
"5183",9.94242,78.16355,333.45,0.5,0.41,"2025-09-29",820,"N20","nominal","2.0NRT",299.11,2.69,"D"
"5184",31.9928,73.94862,341.64,0.54,0.42,"2025-09-29",828,"N20","nominal","2.0NRT",301.01,6.66,"D"
"5185",10.00411,77.49205,337.18,0.46,0.39,"2025-09-29",820,"N20","nominal","2.0NRT",302.99,3.05,"D"
"5186",32.15601,74.91516,331.43,0.4,0.45,"2025-09-29",828,"N20","nominal","2.0NRT",301.66,1.4,"D"
"5187",31.77923,70.72287,336.56,0.4,0.37,"2025-09-29",828,"N20","nominal","2.0NRT",304.4,3.81,"D"
"5188",10.4042,77.51919,336.61,0.47,0.4,"2025-09-29",820,"N20","nominal","2.0NRT",303.2,3.21,"D"
"5189",31.7896,70.77317,334.71,0.4,0.37,"2025-09-29",828,"N20","nominal","2.0NRT",304.67,2.7,"D"
"5190",10.7907,77.93331,336.23,0.5,0.41,"2025-09-29",822,"N20","low","2.0NRT",306.82,4.28,"D"
"5191",31.99042,70.86026,334.68,0.41,0.37,"2025-09-29",828,"N20","nominal","2.0NRT",303.9,6.06,"D"
"5192",11.00536,77.78609,338.12,0.49,0.4,"2025-09-29",822,"N20","nominal","2.0NRT",301.3,2.64,"D"
"5193",34.05603,72.28564,336.68,0.47,0.4,"2025-09-29",828,"N20","nominal","2.0NRT",306.5,2.11,"D"
"5194",10.92885,77.06653,335.75,0.45,0.39,"2025-09-29",822,"N20","nominal","2.0NRT",303.06,1.59,"D"
"5195",35.25183,71.59365,343.58,0.46,0.39,"2025-09-29",828,"N20","nominal","2.0NRT",301.66,8.91,"D"
"5196",11.19346,77.27226,336.99,0.46,0.39,"2025-09-29",822,"N20","nominal","2.0NRT",298.29,2.7,"D"
"5197",37.03278,62.41963,340.22,0.5,0.41,"2025-09-29",828,"N20","low","2.0NRT",312.58,11.22,"D"
"5198",11.45196,77.56411,345.03,0.48,0.4,"2025-09-29",822,"N20","nominal","2.0NRT",299.63,16.44,"D"
"5199",38.04918,67.26923,344.52,0.38,0.36,"2025-09-29",828,"N20","nominal","2.0NRT",317.27,4.89,"D"
